,transform_text,Class
2519,joy father john john name joy father mandan,0
2520,ask abt e movi u wan ktv oso,0
2521,misplac number send text old number wonder heard year best mcat got number atlanta friend,0
2522,sorri call later,0
2523,dunno lei might b eatin wif fren ü wan eat wait 4 ü lar,0
2524,sorri call later,0
2525,free entri weekli comp send word win 80086 18 c,1
2526,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,0
2527,u noe 2 send file 2 comput,0
2528,mmmmm love wake word morn miss love hope day goe well happi wait us togeth,0
2529,jay say put lt gt,0
2530,come sec somebodi want see,0
2531,sun anti sleep medicin,0
2532,happen gotten job begun registr perman resid,0
2533,yup ok,0
2534,glad went well come 11 plenti time clair goe work,0
2535,ok enjoy r u home,0
2536,pl pl send mail know rel come deliv know cost risk benefit anyth els thank,0
2537,like,0
2538,haf combin n c lor,0
2539,monthli amount terribl pay anyth till 6month finish school,0
2540,hmmm mani player select,0
2541,said gon na snow start around 8 9 pm tonit predict inch accumul,0
2542,dont send plu mode,0
2543,aiyo pleas ü got time meh,0
2544,packag program well,0
2545,sister belong 2 famili hope tomorrow pray 4 fate 4 shoranur train incid let hold hand togeth amp fuell love amp concern prior 2 grief amp pain pl join di chain amp pass stop violenc women,0
2546,guy ask get slipper gone last year,0
2547,compani terrif food realli nice,0
2548,text82228 get rington logo game question info,1
2549,honestli made love cup tea promptli drop key burnt finger get,0
2550,yup studi surf lor e lazi mode today,0
2551,pleas sen kind advic pleas come tri,0
2552,done c ü,0
2553,oh fine tonight,0
2554,ü give time walk,0
2555,reach ard 20 min ok,0
2556,freemsg award free mini digit camera repli snap collect prize quizclub opt stop sp rwm,1
2557,fuck babe happen come never came back,0
2558,messag brought gmw connect,1
2559,friend want drive em someplac probabl take,0
2560,also thk fast xy suggest one u dun wan go 2 rain leh got gd,0
2561,still get good,0
2562,mayb pressi,0
2563,yeah leav mayb 7ish,0
2564,k k also fine complet cours,0
2565,sea lay rock rock envelop envelop paper paper 3 word,0
2566,told dr appt next week think gon na die told check noth worri listen,0
2567,room need,0
2568,dont want hear anyth,0
2569,hey leav friday wait ask superior tell,0
2570,ultim tor motiv tui achiev korli,0
2571,5 2 work time,0
2572,worri finish march ish,0
2573,hous water dock boat roll newscast dabbl jazz flute behind wheel,0
2574,congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p,1
2575,next amaz xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,1
2576,that go ruin thesi,0
2577,sch neva mind u eat 1st lor,0
2578,hey what u sleep morn,0
2579,erm thought contract ran the4th octob,0
2580,dunno let go learn pilat,0
2581,u subscrib best mobil content servic uk per ten day send stop helplin 08706091795,1
2582,yup elabor safeti aspect issu,0
2583,3 free tarot text find love life tri 3 free text chanc 85555 16 3 free msg,1
2584,goodmorn today late 1hr,0
2585,hi happi birthday hi hi hi hi hi hi hi,0
2586,outsid offic take,0
2587,respond imma assum still asleep imma start call n shit,0
2588,aight see bit,0
2589,superior tell friday leav depart except leav way call wahe fathima hr conform,0
2590,join uk horniest dog servic u sex 2nite sign follow instruct txt entri 69888 150p,1
2591,lol take member said aunt flow visit 6 month caus develop ovarian cyst bc way shrink,0
2592,still work go small hous,0
2593,friend got say up order gram got lt gt get,0
2594,tmr timin still da wat co got lesson 6,0
2595,thing ape u fight death keep someth minut u let go that,0
2596,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr 82277 sp tyron,1
2597,gon na abl late notic home week anyway plan,0
2598,got fujitsu ibm hp toshiba got lot model say,0
2599,oki thanx,0
2600,gosh pain spose better come,0
2601,usual iam fine happi amp well,0
2602,oki,0
2603,gon na get rimac access,0
2604,im arestaur eat squid wan na dosometh late,0
2605,call time job today ok umma ask speed,0
2606,hello wen u finish fanci meetin wiv u tonit need break dabook 4 hr last today wrk,0
2607,r u sam p eachoth meet go 2 hous,0
2608,yeah lol luckili star role like,0
2609,hello madam,0
2610,awesom text restock,0
2611,usual iam fine happi amp well,0
2612,knock knock txt whose 80082 enter r weekli draw 4 gift voucher 4 store yr choic cs age16,1
2613,ye innoc fun,0
2614,thank send mental abil question,0
2615,sir hope day go smoothli realli hope wont bother bill ca settl month extra cash know challeng time also let know,0
2616,2marrow wed lt gt 2 aha,0
2617,went ur hon lab one,0
2618,cant pick phone right pl send messag,0
2619,hey pple 700 900 5 night excel locat wif breakfast hamper,0
2620,forward 21870000 hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match,1
2621,come,0
2622,lol nah bad thank good b home quit realiti check how ur day u anyth websit,0
2623,ok lor,0
2624,come home 4 dinner,0
2625,da al r lt gt,0
2626,free ring tone text poli everi week get new tone 0870737910216yr,1
2627,unni thank dear recharg rakhesh,0
2628,know lack particular dramastorm detail part worri,0
2629,haha cant tmr forfeit haha,0
2630,hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk,0
2631,way go back,0
2632,urgent mobil 077xxx bonu caller prize 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,1
2633,cal sir meet,0
2634,love hear v see sundayish,0
2635,sorri da thangam sorri held prasad,0
2636,tiwari bang kochi,0
2637,thank god bed,0
2638,cancer mom make big deal regular checkup aka pap smear,0
2639,gobi art colleg,0
2640,want talk,0
2641,pandi join 4w technolog got job,0
2642,guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h,1
2643,tri get lost fact tee hee,0
2644,hi spoke maneesha like know satisfi experi repli toll free ye,0
2645,friend use call,0
2646,sorri call later,0
2647,em olowoyey great time argentina sad secretari everyth bless,0
2648,taxt massag argh ok lool,0
2649,hi pleas get lt gt dollar loan pay back mid februari pl,0
2650,might want pull case plan spend much confid derek taylor money manag,0
2651,like shake booti danc floor,0
2652,text get call phone problem,0
2653,need drug anymor,0
2654,sorri da thought call lot time lil call noon,0
2655,sarcasm scarcasim,0
2656,great run ttyl,0
2657,feel like tri kadeem v,0
2658,dai lt gt naal eruku,0
2659,yet chikku wat abt u,0
2660,ok,0
2661,want final lunch today,0
2662,know dad back,0
2663,hello darl today would love chat dont tell look like sexi,1
2664,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w4 5wq norm,1
2665,remain bro amongst bro,0
2666,r u meet da ge nite tmr,0
2667,nice day impress sensibl went home earli feel fine bore ca rememb,0
2668,de look good,0
2669,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp,1
2670,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri,1
2671,ye repli mail go manag offic later plu bank later wednesday,0
2672,cool come like lt gt ish,0
2673,super msg da nalla time,0
2674,good afternoon boytoy feel today better hope good boy obedi slave pleas queen,0
2675,6 good combin,0
2676,sick needi want pout stomp feet pout stomp feet want slave want,0
2677,train back northampton afraid,0
2678,abj serv stay dad alon,0
2679,playng 9 door game gt race phone lol,0
2680,new tone week includ 1 ab 2 sara 3 order follow instruct next messag,1
2681,solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place cook pick veget went 2 post offic went 2 play went 2 marriag polic arrest murder immedi repli reason u r brilliant,0
2682,da bu go home,0
2683,got call landlin number ask come anna nagar go afternoon,0
2684,okay chase dream good next,0
2685,yupz oredi book slot 4 weekend liao,0
2686,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid 12hr,1
2687,r mani model soni ericson also der lt gt luk good bt forgot modl,0
2688,oki,0
2689,ye know cheesi song frosti snowman,0
2690,ya ok vikki vl c witin lt gt min il repli u,0
2691,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 norm,1
2692,hey tmr meet bugi 930,0
2693,urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim ba128nnfwfly150ppm,1
2694,nice new shirt thing wear nudist theme mu,0
2695,hey sexi bun day word morn ym think,0
2696,whenev see still hook,0
2697,nope go home go pump petrol lor like go 2 rain soon,0
2698,use foreign stamp whatev send,0
2699,88066 lost help,1
2700,oh babi hous come dont new pictur facebook,0
2701,feb lt gt love u day send di ur valu frnd evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr,0
2702,hiya sorri hav signal seen heard neither unusu put case get sort hug snog,0
2703,omw back tampa west palm hear happen,0
2704,yup alreadi thanx 4 print n hand,0
2705,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop repli date,1
2706,mean come chase state watch mani movi want,0
2707,took tablet reaction morn,0
2708,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs,1
2709,nah perpetu dd,0
2710,sorri de went shop,0
2711,hope enjoy new content text stop 61610 unsubscrib provid,1
2712,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,0
2713,hey still want go yogasana coz end cine go bath hav steam bath,0
2714,nope drivin neva develop da photo lei,0
2715,think go reg pract lesson flung advanc haha wat time u go,0
2716,cool lt gt inch long hope like big,0
2717,murder coz man murder lt gt th januari public holiday close includ post offic understand,0
2718,oki thanx,0
2719,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,1
2720,go n buy juz buy get lar,0
2721,ok lor,0
2722,work technic support voic process,0
2723,justbeen overa week sinc broke alreadi brain go mush,0
2724,tund wish great day abiola,0
2725,nope c ü,0
2726,medic mission nigeria,0
2727,movi laptop,0
2728,whatsup dont u want sleep,0
2729,urgent pleas call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm,1
2730,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr,1
2731,havent lei next mon,0
2732,mm feel sleepi today shall get dear,0
2733,dare stupid wont tell anyth hear wont talk,0
2734,ü noe ben go,0
2735,mag meet avo point,0
2736,meant middl left right,0
2737,realli crash cuddl sofa,0
2738,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,0
2739,sent price mean lt gt g,0
2740,much buzi,0
2741,noth,0
2742,know u u know send chat 86688 let find rcvd ldn 18 year,1
2743,work ring u thing whole hous scream brat pull hair love u,0
2744,famili respond anyth room went home diwali one call come make feel like die,0
2745,tick tick tick babe,0
2746,r ü go 4 today meet,0
2747,k da mani page want,0
2748,ya roast,0
2749,send number give repli tomorrow morn said like ok,0
2750,said problem let know,0
2751,ok tell half hr b4 u come need 2 prepar,0
2752,play w comput aiyah tok 2 u lor,0
2753,sat right okay thank,0
2754,derp wors dude alway want parti dude file complaint three drug abus live,0
2755,ok chines food way get fat pay lipo,0
2756,r outsid alreadi,0
2757,good trip watch rememb get back must decid easter,0
2758,yo watch movi netflix,0
2759,time prob 3,0
2760,meh thgt clash realli ah dun mind dun seen lost weight gee,0
2761,dont thnk wrong call us,0
2762,sure night menu know noon menu,0
2763,arr birthday today wish get oscar,0
2764,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,0
2765,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,0
2766,pick variou point,0
2767,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1
2768,wow v v impress fun shop,0
2769,way ur home,0
2770,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner,1
2771,problem talk later,0
2772,ur si,0
2773,still custom place,0
2774,come take littl time child afraid dark becom teenag want stay night,1
2775,dude u knw also telugu tht gud k gud nyt,0
2776,confirm eat esplanad,0
2777,send id password,0
2778,kind took garag centr part exhaust need replac part order n take fix tomo morn,0
2779,ur chanc win cash everi wk txt action c custcar 08712405022,1
2780,well might come,0
2781,long quit get like 5 minut day,0
2782,like call mittelschmertz googl dont paracetamol dont worri go,0
2783,well right gon na get check today steam text want come get,0
2784,arriv see coupl day lt 3,0
2785,k wat tht incid,0
2786,yeah get unlimit,0
2787,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,0
2788,forgot take 3 year shower sorri phone dead yet,0
2789,ü got wat buy tell us ü need come,0
2790,big god bring success,0
2791,u bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870,1
2792,r stayin extra week back next rugbi weekend hi c u soon,0
2793,well still bit left guy want tonight,0
2794,campu librari,0
2795,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow,0
2796,creep,0
2797,tell friend plan valentin day lt url gt,0
2798,get ten billion call text help god,0
2799,puriti friendship two smile read forward messag smile see name gud evng musthu,0
2800,told return order,0
2801,murder coz man murder lt gt th januari public holiday close includ post offic,0
2802,depend u go lor,0
2803,smile right go world wonder smile think crazi keep away grin,0
2804,freemsg fav xma tone repli real,1
2805,lil fever fine,0
2806,think still car,0
2807,,0
2808,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906,1
2809,ye princess want catch big strong hand,0
2810,oh yeah forgot u take 2 shop,0
2811,mm ask call radio,0
2812,thinkin someon good drug,0
2813,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,0
2814,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,0
2815,alright sure let know leav,0
2816,last much 2 hour might get lucki,0
2817,geniu brother pl send number skype,0
2818,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p,1
2819,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,0
2820,forget own privat properti good boy alway passion kiss,0
2821,interflora late order interflora flower christma call 0800 505060 place order midnight tomorrow,1
2822,oh god taken teeth pain,0
2823,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,1
2824,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,0
2825,need buy lunch eat maggi mee,0
2826,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut,1
2827,ok lor,0
2828,oh right make sure load work day got realli nasti cough today dri n shot realli help,0
2829,knew time murder exactli,0
2830,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,1
2831,howz person stori,0
2832,thanx 4 send home,0
2833,normal hot mail com see,0
2834,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,1
2835,u sick still go shop,0
2836,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,0
2837,work,0
2838,1 reach home call,0
2839,tri find chines food place around,0
2840,easi mate guess quick drink bit ambiti,0
2841,babe miiiiiiissssssssss need crave geeee sad without babe love,0
2842,ok thanx,0
2843,aathi dear,0
2844,tunji queen wish great day abiola,0
2845,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,0
2846,class hour sorri,0
2847,wat time u finish ur lect today,0
2848,jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli,1
2849,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,0
2850,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
2851,fine good hear dear happi new year oh,0
2852,go wipro interview today,0
2853,tall princess,0
2854,doubt could handl 5 time per night case,0
2855,haha hope ü hear receipt sound gd luck,0
2856,gon na death gon na leav note say rob fault aveng,0
2857,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,0
2858,today workin free oso gee thgt u workin ur fren shop,0
2859,life face choic toss coin becoz settl question coin air u know heart hope gudni8,0
2860,know god creat gap finger one made come amp fill gap hold hand love,0
2861,want kiss feel next,0
2862,happi say,0
2863,adult 18 content video shortli,1
2864,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,0
2865,say explicitli told nora know someon probabl gon na bother,0
2866,say hi get ass back south tampa prefer kegger,0
2867,smith wast wan na gayl,0
2868,mum sent mani mani messag sinc got want know actual get enjoy rest day,0
2869,aight tomorrow around lt gt,0
2870,murder coz man murder lt gt th januari public holiday close includ post offic understand,0
2871,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
2872,actual first time went bed long spoke woke night,0
2873,see,0
2874,dont understand messag,0
2875,crucifi c told earlier,0
2876,idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,0
2877,fuck cedar key fuck come anyway tho,0
2878,twenti past five said train durham alreadi coz reserv seat,0
2879,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,1
2880,u still paint ur wall,0
2881,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16,1
2882,printer cool mean groovi wine groovi,0
2883,hi harish rent transfr ur acnt,0
2884,anyth lor come,0
2885,cbe realli good nowaday lot shop showroom citi shape good,0
2886,ü still attend da talk,0
2887,prob hon u doinat mo,0
2888,k take care,0
2889,take phone callon friday assum wo year,0
2890,batteri low babe,0
2891,shuhui bought ron present swatch watch,0
2892,yeah quit bit left swing tomorrow get,0
2893,babe said 2 hour almost 4 internet,0
2894,k sure get noon see,0
2895,k k yesterday cbe,0
2896,went ganesh dress shop,0
2897,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl,1
2898,ü collect ur laptop go configur da set izzit,0
2899,r home come within 5 min,0
2900,aight 8 latest probabl closer jay tyler two trip,0
2901,come aftr lt decim gt clean hous,0
2902,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box,1
2903,bill letter expect one orang bill may still say orang,0
2904,tell pain de,0
2905,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,0
2906,ha know either clever simpl thing pear day perfect christma,0
2907,helloooo wake sweet morn welcom enjoy day full joy gud mrng,0
2908,alrit,0
2909,must sit around wait summer day celebr magic sight world dress white oooooh let snow,0
2910,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr,1
2911,guy go see movi side,0
2912,sorri meet call later,0
2913,tell think plu go stop run,0
2914,kindli send one flat lt decim gt today,0
2915,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,1
2916,noth lor bit bore dun u go home earli 2 sleep today,0
2917,time tell friend around,0
2918,ye fine love safe,0
2919,thank chikku gud nyt,0
2920,xy ur car u pick,0
2921,thanx 4 time spent 2geva bin mint ur babi want u xxxx,0
2922,yo way could pick someth tonight,0
2923,sent send,0
2924,fine simpli sit,0
2925,tht god gift bird human hav natur gift frm god,0
2926,come day class,0
2927,im done studyn librari,0
2928,ok u enjoy ur show,0
2929,anyth,0
2930,wuld without babi thought alon mite break wan na go crazi everyboy need ladi xxxxxxxx,0
2931,wat dear sleep ah,0
2932,hi test lt gt rd,0
2933,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr,0
2934,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night,0
2935,yup n fren lor meet fren 730,0
2936,yeah got one line us,0
2937,stop wonder wow ever go stop tm whenev want mine laugh,0
2938,lol yep yesterday alreadi got fireplac anoth icon sit,0
2939,hey book pilat yoga lesson alreadi haha,0
2940,happen behav like,0
2941,1 new messag pleas call 08712400200,1
2942,supervisor find 4 one lor thk student havent ask yet tell u aft ask,0
2943,hello news job make wait fifth week yeah im woozl weasel exet still home 3,0
2944,messag responc happend,0
2945,current messag await collect collect messag call 08718723815,1
2946,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,0
2947,make 3 4 fuck sake x,0
2948,leav u alway ignor,0
2949,nope b go 2 sch fri quit earli lor co my si got paper da morn,0
2950,bruce b down amp fletcher,0
2951,said would woke,0
2952,hey free call,0
2953,tell who pl,0
2954,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011,1
2955,think might give miss teach til twelv lectur two damn work thing,0
2956,id check like 1 bowl worth left,0
2957,ye mani sweet,0
2958,would still cozi exhaust last went school work everyth close,0
2959,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901,1
2960,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,0
2961,sir send group mail check,0
2962,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,0
2963,none nowher ikno doesdiscount shitinnit,0
2964,dont know jabo abi,0
2965,ever notic drive anyon go slower idiot everyon drive faster maniac,1
2966,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan,0
2967,good babi,0
2968,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt,0
2969,mostli sport type lyk footbl crckt,0
2970,head dey swell oh thank make day,0
2971,u make fb list,0
2972,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student wont even start datz confid,0
2973,sari need tim bollox hurt lot tol,0
2974,happi new year princess,0
2975,text carlo let know hang,0
2976,worri easi ingredi,0
2977,love u 2 littl poci bell sorri love u,0
2978,ok omw castor,0
2979,yar lor keep rain non stop u wan 2 go elsewher,0
2980,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402,1
2981,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor,0
2982,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,0
2983,tonight yeah,0
2984,eat fo lunch senor,0
2985,said right giggl saw u would possibl first person2di nvq think much could,0
2986,break time one come n get stuff fr ü,0
2987,repli win weekli profession sport tiger wood play send stop 87239 end servic,1
2988,see ca see mayb reboot ym seen buzz,0
2989,still grinder,0
2990,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info,1
2991,love decis feel could decid love life would much simpler less magic,0
2992,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
2993,see k,0
2994,list buyer,0
2995,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,0
2996,mm entir sure understood text hey ho weekend,0
2997,releas vday shirt u put make bottom half nake instead white underwear,0
2998,know watch film comput,0
2999,b4 thursday,0
3000,oh phone phone disconnect,0
3001,id onluy matter get offcampu,0
3002,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p,1
3003,excel see riley plan,0
3004,see half hour,0
3005,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,1
3006,ew one,0
3007,also hi wesley,0
3008,ah see lingo let know wot earth finish make,0
3009,loan purpos homeown tenant welcom previous refus still help call free 0800 1956669 text back,1
3010,12mth half price orang line rental 400min call mobileupd8 08000839402,1
3011,imagin life without see fast u search worri l alway disturb u goodnoon,0
3012,hm good morn headach anyon,0
3013,yeah prob last night obvious catch speak soon,0
3014,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,1
3015,might go 2 sch yar e salon v bore,0
3016,lt gt min stop somewher first,0
3017,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,0
3018,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,0
3019,get second half messag,0
3020,wat time u wan 2 meet later,0
3021,thank much selfless love plenti,0
3022,film ill call later,0
3023,dare chang ring,0
3024,bad girl ladi,0
3025,love ya tri budget money better babe gari would freak knew,0
3026,part initi understand,0
3027,finish lunch alreadi u wake alreadi,0
3028,still game,0
3029,got tallent wast,0
3030,record one night,0
3031,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend,0
3032,gon na let know co come bak holiday day come number,0
3033,jokin lar depend phone father get lor,0
3034,aight lem know,0
3035,get readi lt gt inch pleasur,0
3036,raji pl favour pl convey birthday wish nimya pl today birthday,0
3037,feel like john lennon,0
3038,co darren say ü consid mah ask ü,0
3039,bother trust answer pl,0
3040,wish famili merri x ma happi new year advanc,0
3041,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,0
3042,aight time want come,0
3043,slaaaaav must summon time wish come anymor,0
3044,bill 3 that bad,0
3045,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr,0
3046,hello yeah got bath need hair come done yeah,0
3047,weather,0
3048,much though h friday cant wait dunno wot hell im gon na anoth 3 week becom oh wait alreadi done,0
3049,die e toot fring,0
3050,lol know awesom phone could click delet right want,0
3051,ok,0
3052,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,0
3053,pleas leav topic sorri tell,0
3054,pl send correct name da,0
3055,happen yo date,0
3056,eastend tv quiz flower dot compar violet tulip lili txt e f 84025 4 chanc 2 win cash,1
3057,webpag avail,0
3058,woke yeesh late fall asleep til lt gt,0
3059,unsubscrib servic get ton sexi babe hunk straight phone go http subscript,1
3060,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,0
3061,k k tomorrow onward start ah,0
3062,u talk bout earli morn almost noon,0
3063,fine rememb,0
3064,hi babe jordan r u im home abroad lone text back u wan na chat xxsp text stop stopcost 150p 08712400603,1
3065,mani buy,0
3066,sound good keep post,0
3067,get brand new mobil phone agent mob plu load goodi info text mat 87021,1
3068,april cant wait,0
3069,boy best get yo ass quick,0
3070,ay wana meet sat ü wkg sat,0
3071,wait till 2 bu pick,0
3072,apart one told yesterday,0
3073,ok lor buy wat,0
3074,somebodi go andro steal ice,0
3075,know msg recent,0
3076,take us shop mark distract,0
3077,mum hope great day hope text meet well full life great day abiola,0
3078,sens foot peni,0
3079,okay thought expert,0
3080,deep sigh miss realli surpris gone net cafe yet get miss,0
3081,thinl role like stand other hit,0
3082,great trip india bring light everyon project everyon lucki see smile bye abiola,0
3083,importantli discuss u,0
3084,k k train process,0
3085,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
3086,da car park,0
3087,wish hold tightli make see import much mean much need life,0
3088,ask anthoni dad bf,0
3089,wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud,0
3090,sunday holiday work,0
3091,go take bath ill place key window,0
3092,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,1
3093,dear take care reach u lot,0
3094,,0
3095,emigr someth ok mayb bit hope,0
3096,olol print forum post guy exact prob fix gpu replac hope dont ignor,0
3097,walk mom right stagwood pass right winterston left victor hill address lt gt,0
3098,yo jp hungri like mofo,0
3099,creepi crazi,0
3100,ok din get ur msg,0
3101,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,0
3102,pathaya enketa maraikara pa,0
3103,even friend priest call,0
3104,u lousi run alreadi come back half dead hee,0
3105,said bad dat e gal know u wat u,0
3106,remind hr,0
3107,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,0
3108,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,0
3109,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els,0
3110,lol gon na last month cash left lt gt case collect week caus announc blog,0
3111,good luck draw take place 28th feb good luck remov send stop 87239 custom servic 08708034412,1
3112,short cute good person dont tri prove gud mrng,0
3113,decid yet eh,0
3114,wat time liao still got,0
3115,ye watch footi worri go blow phil nevil,0
3116,wait 4 ü insid da car park,0
3117,uncl abbey happi new year abiola,0
3118,free call pa,0
